48,133-09-19,WALGREENS,,KICKSTART BLUEBERRY,1.00,0.64,DRINKS,,,a,2016-10-08 07:16:09
49,132-09-22,WALGREENS,1001,KICKSTART BLUEBERRY,1.00,70.00,DRINKS,,,a,2016-10-08 07:16:09
50,127-08-29,WALGREENS,01200015120,KICKSTART BLUEBERRY,1.00,2.50,DRINKS,,,a,2016-10-08 07:16:09
51,130-09-10,SAV-A-LOT,,CHEDDAR JACK CHEESE BAG,1.00,3.99,GROCERIES,,,a,2016-10-08 07:16:11
52,130-09-10,SAV-A-LOT,,CHEDDAR JACK CHEESE BAG,1.00,1.79,GROCERIES,,,a,2016-10-08 07:16:11
53,130-09-10,SAV-A-LOT,,CHEDDAR JACK CHEESE BAG,1.00,1.99,GROCERIES,,,a,2016-10-08 07:16:11
54,130-09-10,SAV-A-LOT,,CHEDDAR JACK CHEESE BAG,1.00,1.58,GROCERIES,,,a,2016-10-08 07:16:11
55,130-09-10,SAV-A-LOT,,CHEDDAR JACK CHEESE BAG,1.00,1.79,GROCERIES,12.2OZ,,a,2016-10-08 07:16:11
56,130-09-10,SAV-A-LOT,,CHEDDAR JACK CHEESE BAG,1.00,1.58,GROCERIES,,,a,2016-10-08 07:16:11
57,130-09-10,SAV-A-LOT,,CHEDDAR JACK CHEESE BAG,1.00,0.99,GROCERIES,,,a,2016-10-08 07:16:11
58,130-09-10,SAV-A-LOT,,CHEDDAR JACK CHEESE BAG,1.00,1.29,GROCERIES,,,a,2016-10-08 07:16:11
59,130-09-10,SAV-A-LOT,,CHEDDAR JACK CHEESE BAG,1.00,1.88,GROCERIES,,,a,2016-10-08 07:16:11
60,130-09-10,SAV-A-LOT,,CHEDDAR JACK CHEESE BAG,1.00,1.49,GROCERIES,,,a,2016-10-08 07:16:11
61,130-09-10,SAV-A-LOT,,CHEDDAR JACK CHEESE BAG,1.00,1.58,GROCERIES,,,a,2016-10-08 07:16:11
62,130-09-10,SAV-A-LOT,,CHEDDAR JACK CHEESE BAG,1.00,2.99,GROCERIES,,,a,2016-10-08 07:16:11
63,130-09-10,SAV-A-LOT,,FRENCH STYLE GREEN BEANS,1.00,1.99,GROCERIES,,,a,2016-10-08 07:16:12
64,130-09-10,SAV-A-LOT,,FRENCH STYLE GREEN BEANS,1.00,1.79,GROCERIES,12.4OZ,,a,2016-10-08 07:16:12
65,130-09-10,SAV-A-LOT,,FRENCH STYLE GREEN BEANS,1.00,1.98,GROCERIES,,,a,2016-10-08 07:16:12
66,130-09-10,SAV-A-LOT,,FRENCH STYLE GREEN BEANS,1.00,5.00,GROCERIES,21.4OZ,,a,2016-10-08 07:16:12
67,130-09-10,SAV-A-LOT,,FRENCH STYLE GREEN BEANS,1.00,0.85,GROCERIES,,,a,2016-10-08 07:16:12
68,130-09-10,SAV-A-LOT,,FRENCH STYLE GREEN BEANS,1.00,2.99,GROCERIES,21.4OZ,8PK,a,2016-10-08 07:16:12
69,130-09-10,SAV-A-LOT,,FRENCH STYLE GREEN BEANS,1.00,0.99,GROCERIES,5.2OZ,1PK,a,2016-10-08 07:16:12
70,130-09-10,SAV-A-LOT,,FRENCH STYLE GREEN BEANS,1.00,1.00,GROCERIES,8OZ,6PK,a,2016-10-08 07:16:12
71,130-09-10,SAV-A-LOT,,FRENCH STYLE GREEN BEANS,1.00,0.99,GROCERIES,10.25OZ,,a,2016-10-08 07:16:12
72,130-09-10,SAV-A-LOT,,FRENCH STYLE GREEN BEANS,1.00,0.99,GROCERIES,17.5OZ,10PK,a,2016-10-08 07:16:12
73,130-09-10,SAV-A-LOT,,FRENCH STYLE GREEN BEANS,1.00,0.98,GROCERIES,14.5OZ,,a,2016-10-08 07:16:12
74,130-09-10,SAV-A-LOT,,TATOR TOTS,1.00,1.79,GROCERIES,24OZ,,a,2016-10-08 07:16:14
75,130-09-10,SAV-A-LOT,,TATOR TOTS,1.00,1.79,GROCERIES,15OZ,,a,2016-10-08 07:16:14
76,130-09-10,SAV-A-LOT,,TATOR TOTS,1.00,3.49,GROCERIES,16OZ,,a,2016-10-08 07:16:14
77,130-09-10,SAV-A-LOT,,TATOR TOTS,1.00,0.79,GROCERIES,,,a,2016-10-08 07:16:14
78,130-09-10,SAV-A-LOT,,TATOR TOTS,1.00,4.49,GROCERIES,,,a,2016-10-08 07:16:14
79,130-09-10,SAV-A-LOT,,MAC AND CHEESE,1.00,1.49,GROCERIES,4OZ,,a,2016-10-08 13:38:04
80,130-09-10,SAV-A-LOT,,MAC AND CHEESE,1.00,1.49,GROCERIES,4OZ,,a,2016-10-08 13:38:04
81,130-09-10,SAV-A-LOT,,TATOR TOTS,1.00,0.99,GROCERIES,,,a,2016-10-08 07:16:14
82,130-09-10,SAV-A-LOT,,TATOR TOTS,1.00,0.99,GROCERIES,,,a,2016-10-08 07:16:14
83,130-09-10,SAV-A-LOT,,TATOR TOTS,1.00,1.79,GROCERIES,,,a,2016-10-08 07:16:14
84,130-09-10,SAV-A-LOT,,TATOR TOTS,1.00,4.49,GROCERIES,18OZ,,a,2016-10-08 07:16:14
85,130-09-10,BANK OF AMERICA,,CASH TO CARD,1.00,1.29,TRANSFER,,,a,2016-10-08 07:16:15
86,130-09-10,BANK OF AMERICA,,CASH TO CARD,1.00,1.47,TRANSFER,15.25OZ,,a,2016-10-08 07:16:15
88,130-09-10,BANK OF AMERICA,,CASH TO CARD,1.00,-0.63,TRANSFER,,,a,2016-10-08 07:16:15
89,130-09-10,BANK OF AMERICA,,CASH TO CARD,1.00,-0.63,TRANSFER,,,a,2016-10-08 07:16:15
90,130-09-10,BANK OF AMERICA,,CASH TO CARD,1.00,0.63,TRANSFER,,,a,2016-10-08 07:16:15
91,131-09-09,BANK OF AMERICA,61300872071,CASH TO CARD,1.00,0.99,TRANSFER,,,a,2016-10-08 07:16:15
92,131-09-09,BANK OF AMERICA,1002,CASH TO CARD,1.00,5.00,TRANSFER,,,a,2016-10-08 07:16:15
93,131-09-09,BANK OF AMERICA,,CASH TO CARD,1.00,0.01,TRANSFER,,,a,2016-10-08 07:16:15
96,155-09-22,BANK OF AMERICA,1001,CASH TO CARD,1.00,-70.00,TRANSFER,,,a,2016-10-08 07:16:15
97,121-09-12,WALGREENS,61300872071,SALES TAX,1.00,1.00,SALES TAX,,,a,2016-10-08 07:16:17
98,121-09-12,WALGREENS,02720000175,PALL MALL ORANGE,1.00,4.63,CIGS,,,a,2016-10-08 07:16:17
100,121-09-12,WALGREENS,,SALES TAX,1.00,0.39,SALES TAX,,,a,2016-10-08 07:16:17
101,120-09-03,WALGREENS,01200000746,DRINKS,1.00,1.99,HOUSE DRINKS,2L,,a,2016-10-08 07:16:17
102,120-09-03,WALGREENS,01200000134,DIET DEW,1.00,1.89,DRINKS,20OZ,,a,2016-10-08 07:16:17
103,120-09-03,WALGREENS,,SALES TAX,1.00,0.27,SALES TAX,,,a,2016-10-08 07:16:17
104,119-09-07,WALGREENS,02820017364,MARL 27,1.00,4.77,CIGS,,,a,2016-10-08 07:16:17
105,119-09-07,WALGREENS,03400000152,SALES TAX,1.00,1.19,SALES TAX,,,a,2016-10-08 07:16:17
106,119-09-07,WALGREENS,61300872071,SALES TAX,1.00,0.99,SALES TAX,,,a,2016-10-08 07:16:17
107,119-09-07,WALGREENS,,SALES TAX,1.00,0.49,SALES TAX,,,a,2016-10-08 07:16:17
108,117-09-10,WAL-GREENS,01780017509,DOG FOOD,1.00,5.99,PET,4LB,,a,2016-10-08 07:16:18
109,117-09-10,BURGER KING,02820017364,MARL 27,2.00,4.72,CIGS,,,a,2016-10-08 07:16:18
110,117-09-10,BURGER KING,,FAST FOOD,1.00,1.08,FAST FOOD,,,a,2016-10-08 07:16:18
111,116-08-30,BURGER KING,,FAST FOOD,1.00,5.99,FAST FOOD,,,a,2016-10-08 07:16:18
112,116-08-30,BURGER KING,,SALES TAX,1.00,0.42,SALES TAX,,,a,2016-10-08 07:16:18
113,115-08-27,WALMART,007874204026,SALES TAX,1.00,1.94,SALES TAX,,,a,2016-10-08 13:11:45
114,115-08-27,WALMART,007087051095,SALES TAX,2.00,0.98,SALES TAX,,,a,2016-10-08 13:11:45
116,115-08-27,WALMART,007874202038,SALES TAX,1.00,4.98,SALES TAX,,,a,2016-10-08 13:11:45
117,115-08-27,WALMART,004400004258,SALES TAX,1.00,2.98,SALES TAX,,,a,2016-10-08 13:11:45
118,115-08-27,WALMART,003040077387,SALES TAX,1.00,10.97,SALES TAX,,,a,2016-10-08 13:11:45
120,115-08-27,WALMART,007756714169,SALES TAX,2.00,2.98,SALES TAX,,,a,2016-10-08 13:11:45
121,115-08-27,WALMART,002740026499,SALES TAX,1.00,3.46,SALES TAX,,,a,2016-10-08 13:11:45
122,115-08-27,WALMART,001200081011,DIET PEPSI,1.00,3.33,HOUSE DRINKS,12OZ,12PK,a,2016-10-08 13:11:45
123,115-08-27,WALMART,007874207704,SALES TAX,1.00,2.97,SALES TAX,,,a,2016-10-08 13:11:45
124,115-08-27,WALMART,063084090317,SALES TAX,1.00,1.00,SALES TAX,,,a,2016-10-08 13:11:45
125,115-08-27,WALMART,001700004649,SALES TAX,1.00,2.88,SALES TAX,,,a,2016-10-08 13:11:45
126,115-08-27,WALMART,003700094631,SALES TAX,1.00,2.97,SALES TAX,,,a,2016-10-08 13:11:45
127,115-08-27,WALMART,007418226800,SALES TAX,1.00,1.96,SALES TAX,,,a,2016-10-08 13:11:45
128,115-08-27,WALMART,007874205871,SALES TAX,1.00,2.14,SALES TAX,,,a,2016-10-08 13:11:45
129,115-08-27,WALMART,007535309020,SALES TAX,1.00,2.43,SALES TAX,,,a,2016-10-08 13:11:45
130,115-08-27,WALMART,004316826131,SALES TAX,1.00,1.54,SALES TAX,,,a,2016-10-08 13:11:45
131,115-08-27,WALMART,004316874038,SALES TAX,1.00,2.54,SALES TAX,,,a,2016-10-08 13:11:45
132,115-08-27,WALMART,001700004649,SALES TAX,1.00,3.47,SALES TAX,,,a,2016-10-08 13:11:45
133,115-08-27,WALMART,,SALES TAX,1.00,3.03,SALES TAX,,,a,2016-10-08 13:11:45
134,114-09-02,WALGREENS,,DIET DEW,1.00,1.99,DRINKS,,,a,2016-10-08 07:16:20
135,114-09-02,WALGREENS,,DIET DEW,1.00,1.79,DRINKS,20OZ,,a,2016-10-08 07:16:20
136,114-09-02,WALGREENS,,DIET DEW,1.00,10.00,DRINKS,,,a,2016-10-08 07:16:20
137,114-09-02,WALGREENS,,DIET DEW,1.00,0.26,DRINKS,,,a,2016-10-08 07:16:20
138,113-09-14,WALGREENS,02720000175,PALL MALL ORANGE,1.00,4.63,CIGS,,,a,2016-10-08 07:16:20
139,113-09-14,WALGREENS,,DIET DEW,1.00,0.32,DRINKS,,,a,2016-10-08 07:16:20
140,112-09-01,WALGREENS,01600043472,DIET DEW,1.00,1.99,DRINKS,12.2OZ,,a,2016-10-08 07:16:20
141,112-09-01,WALGREENS,01200000746,DIET DEW,1.00,1.99,DRINKS,2L,,a,2016-10-08 07:16:20
142,109-09-04,RALLY,04767747420,FOUNTAIN,1.00,1.99,DRINKS,3OZ,,a,2016-10-08 07:16:23
143,109-09-04,RALLY,,FOUNTAIN,1.00,0.46,DRINKS,,,a,2016-10-08 07:16:23
144,108-09-21,RALLY,02200000514,FOUNTAIN,1.00,1.49,DRINKS,,,a,2016-10-08 07:16:23
145,108-09-21,RALLY,1002,FOUNTAIN,1.00,5.00,DRINKS,,,a,2016-10-08 07:16:23
146,108-09-21,RALLY,,FOUNTAIN,1.00,0.10,DRINKS,,,a,2016-10-08 07:16:23
147,107-09-21,RALLY,02820017364,MARL 27,1.00,4.77,CIGS,,,a,2016-10-08 07:16:23
148,107-09-21,RALLY,61300872071,FOUNTAIN,1.00,0.99,DRINKS,,,a,2016-10-08 07:16:23
149,107-09-21,RALLY,,FOUNTAIN,1.00,0.40,DRINKS,,,a,2016-10-08 07:16:23
150,106-09-27,WALGREENS,02820017706,MARL MNTH GLD,1.00,4.77,CIGS,,,a,2016-10-08 07:16:23
151,106-09-27,RALLY,07084701247,FOUNTAIN,1.00,2.59,DRINKS,16OZ,,a,2016-10-08 07:16:23
152,106-09-27,RALLY,,FOUNTAIN,1.00,0.52,DRINKS,,,a,2016-10-08 07:16:23
153,125-09-03,RALLY,,FOUNTAIN,1.00,1.19,DRINKS,32OZ,,a,2016-10-08 07:16:23
154,125-09-03,PSTA,2001,BUS FARE,1.00,5.00,TRAVEL,,,a,2016-10-08 07:16:24
155,125-09-03,PSTA,2001,BUS FARE,1.00,5.00,TRAVEL,,,a,2016-10-08 07:16:24
156,069-09-01,PSTA,2001,BUS FARE,1.00,2.50,TRAVEL,,,a,2016-10-08 07:16:24
157,074-09-02,PSTA,2001,BUS FARE,1.00,2.25,TRAVEL,,,a,2016-10-08 07:16:24
158,068-09-05,PSTA,2001,BUS FARE,1.00,5.00,TRAVEL,,,a,2016-10-08 07:16:24
159,072-09-09,PSTA,2001,BUS FARE,1.00,2.25,TRAVEL,,,a,2016-10-08 13:32:02
160,118-09-10,PSTA,2001,BUS FARE,1.00,5.00,TRAVEL,,,a,2016-10-08 07:16:24
161,073-09-16,PSTA,2001,BUS FARE,1.00,2.25,TRAVEL,,,a,2016-10-08 07:16:24
162,071-09-23,PSTA,2001,BUS FARE,1.00,2.00,TRAVEL,,,a,2016-10-08 07:16:24
163,071-09-23,PSTA,2001,BUS FARE,1.00,0.25,TRAVEL,,,a,2016-10-08 07:16:24
164,070-09-30,WALGREENS,,SALES TAX,1.00,2.25,SALES TAX,,,a,2016-10-08 07:16:25
165,147-09-03,WALGREENS,,RENT,1.00,-1000.00,HOUSE BILL,,,a,2016-10-08 07:16:25
166,179-09-21,ARBYS,,FAST FOOD,1.00,6.99,FAST FOOD,,,a,2016-10-08 13:06:03
167,179-09-21,ARBYS,,SALES TAX,1.00,0.49,SALES TAX,,,a,2016-10-08 13:06:03
168,138-09-20,LARGO MOBIL,,SNAPPLE DT H-H,1.00,1.59,DRINKS,,,a,2016-10-08 13:37:46
169,138-09-20,LARGO MOBIL,,TWIX,1.00,2.09,SNACKS,KING SIZE,,a,2016-10-05 13:41:46
170,160-10-05,WALGREENS,02720000175,PALL MALL ORANGE,1.00,4.63,CIGS,,,a,2016-10-05 13:43:08
171,160-10-05,WALGREENS,,SALES TAX,1.00,0.32,SALES TAX,,,a,2016-10-08 07:16:25
172,161-10-02,WALGREENS,02820017706,MARL MNTH GLD,1.00,4.77,CIGS,,,a,2016-10-08 13:12:04
173,161-10-02,WALGREENS,61300872071,SALES TAX,1.00,0.99,SALES TAX,,,a,2016-10-08 13:12:04
174,161-10-02,WALGREENS,,SALES TAX,1.00,0.40,SALES TAX,,,a,2016-10-08 13:12:04
175,162-10-01,LANDLORD,,RENT,1.00,500.00,HOUSE BILL,,,a,2016-10-05 13:44:21
176,164-10-01,WALGREENS,02820017706,MARL MNTH GLD,1.00,4.77,CIGS,,,a,2016-10-05 13:44:50
177,164-10-01,LARGO MOBIL,,SALES TAX,1.00,0.33,SALES TAX,,,a,2016-10-08 07:16:26
178,165-09-29,ARBYS,,BEEF AND CHEDDAR,1.00,7.49,FAST FOOD,,,a,2016-10-08 13:36:49
179,165-09-29,ARBYS,,MID ROAST BEEF,1.00,6.49,FAST FOOD,,,a,2016-10-05 13:45:38
180,165-09-29,LARGO MOBIL,,SALES TAX,1.00,0.98,SALES TAX,,,a,2016-10-08 07:16:26
181,166-09-26,LARGO MOBIL,,SNAPPLE DT H-H,1.00,1.59,DRINKS,,,a,2016-10-08 13:37:24
182,166-09-26,LARGO MOBIL,,WHITE CHOC REECES,1.00,1.49,SNACKS,KING SIZE,,a,2016-10-08 13:37:07
183,166-09-26,LARGO MOBIL,,SALES TAX,1.00,0.10,SALES TAX,,,a,2016-10-08 13:06:52
184,167-09-27,LARGO MOBIL,,DIET DEW,1.00,1.69,DRINKS,20OZ,,a,2016-10-05 13:46:45
185,167-09-27,LARGO MOBIL,,KIT KAT,1.00,1.29,SNACKS,REGULAR,,a,2016-10-05 13:47:00
186,167-09-27,LARGO MOBIL,,SALES TAX,1.00,0.12,SALES TAX,,,a,2016-10-08 07:16:26
187,168-09-26,WALGREENS,02720000175,PALL MALL ORANGE,1.00,4.63,CIGS,,,a,2016-10-05 13:47:39
188,168-09-26,ARBYS,,SALES TAX,1.00,0.32,SALES TAX,,,a,2016-10-08 07:16:27
189,169-09-29,LARGO MOBIL,,PALL MALL ORANGE,1.00,5.15,CIGS,,,a,2016-10-05 13:48:04
190,169-09-29,LARGO MOBIL,,HONEY BUN,1.00,2.14,SNACKS,,,a,2016-10-05 13:48:12
191,169-09-29,ARBYS,,SALES TAX,1.00,0.36,SALES TAX,,,a,2016-10-08 07:16:27
192,178-09-28,BURGER KING,,WHOPPER BCN/CHS,1.00,8.49,FAST FOOD,,,a,2016-10-05 13:48:45
193,178-09-28,ARBYS,,SALES TAX,1.00,0.60,SALES TAX,,,a,2016-10-08 07:16:27
194,177-10-03,ARBYS,,BEEF AND CHEDDAR,1.00,15.96,FAST FOOD,,,a,2016-10-05 13:49:13
195,177-10-03,ARBYS,,FAST FOOD,1.00,1.12,FAST FOOD,,,a,2016-10-08 07:16:27
196,176-09-30,WALGREENS,2820017364,MARL 27,1.00,4.77,CIGS,,,a,2016-10-05 13:49:49
197,176-09-30,WALGREENS,04902288458,PHONE CHARGER,1.00,8.00,ELECTRONICS,,,a,2016-10-05 13:50:06
198,176-09-30,WALGREENS,61200872071,ARIZONA TEA,1.00,1.00,DRINKS,,,a,2016-10-05 13:50:16
199,176-09-30,WALGREENS,,SALES TAX,1.00,0.96,SALES TAX,,,a,2016-10-08 07:16:28
200,175-09-30,WALMART,007874206500,CHERRY POPTARTS,1.00,2.68,GROCERIES,,,a,2016-10-05 13:51:00
201,175-09-30,WALMART,007874202538,STRW/WTRMLN MIX,1.00,1.74,DRINKS,,,a,2016-10-05 13:51:19
202,175-09-30,WALMART,007874207712,KIWI/STRBRY MIX,1.00,1.74,DRINKS,,,a,2016-10-05 13:51:42
203,175-09-30,WALMART,007874207381,DRGN FRUIT MIX,1.00,1.74,DRINKS,,,a,2016-10-05 13:51:56
204,175-09-30,WALMART,007874222822,VANILLA PUDDING MIX,1.00,1.36,GROCERIES,,,a,2016-10-05 13:52:18
205,175-09-30,WALMART,007874208295,CHIPS,1.00,1.84,GROCERIES,,,a,2016-10-05 13:52:42
206,175-09-30,WALMART,007874208276,CHIPS,1.00,1.84,GROCERIES,,,a,2016-10-05 13:52:54
207,175-09-30,WALMART,060538818788,CHEESE BAG,1.00,2.22,GROCERIES,,,a,2016-10-05 13:53:16
208,175-09-30,WALMART,060538818789,CHEESE BAG,1.00,2.22,GROCERIES,,,a,2016-10-05 13:53:26
209,175-09-30,WALMART,003760068072,PEPPERONI,1.00,2.98,GROCERIES,,,a,2016-10-05 13:54:01
210,175-09-30,WALMART,007874204659,SF GRAHAM COOKIES,1.00,1.98,HOUSE SNACK,,,a,2016-10-05 13:54:21
211,175-09-30,WALMART,001600044225,COOKIE MIX,1.00,1.98,HOUSE SNACK,,,a,2016-10-05 13:54:38
212,175-09-30,WALMART,003400007676,HALWN CANDY,1.00,9.94,HOUSE SNACK,,,a,2016-10-05 13:54:51
213,175-09-30,WALGREENS,,SALES TAX,1.00,1.07,SALES TAX,,,a,2016-10-08 07:16:29
214,174-09-30,WALMART,030169183402,NOVALIN N,1.00,24.88,HEALTH,,,a,2016-10-05 13:55:29
215,173-10-03,WALGREENS,04902271468,PEANUT BUTTER,1.00,1.99,GROCERIES,,,a,2016-10-05 13:56:12
216,173-10-03,WALGREENS,07225001137,BREAD,1.00,3.29,GROCERIES,,,a,2016-10-05 13:56:22
217,173-10-03,WALGREENS,04902283315,NICE SPLENDA,1.00,1.99,DRINKS,,,a,2016-10-05 13:56:42
868,461-12-10,CRACKER BARREL,2010,TIPS,1.00,-101.00,TIPS,,,a,2016-12-11 06:40:24
219,173-10-03,WALGREENS,03700086751,LAUNDRY DETERGENT,1.00,6.49,HOUSE ITEM,,,a,2016-10-05 13:57:25
220,173-10-03,WALGREENS,,SALES TAX,1.00,0.45,SALES TAX,,,a,2016-10-08 07:16:29
221,172-10-03,BURGER KING,,10 PIECE,1.00,1.49,FAST FOOD,,,a,2016-10-05 13:58:07
222,172-10-03,BURGER KING,,ONION RINGS,1.00,1.00,FAST FOOD,,,a,2016-10-05 13:58:14
223,172-10-03,BURGER KING,,LARGE DRINK,1.00,2.29,DRINKS,,,a,2016-10-05 13:58:22
224,172-10-03,LARGO MOBIL,,SALES TAX,1.00,0.34,SALES TAX,,,a,2016-10-08 07:16:30
225,171-09-30,LARGO MOBIL,,PALL MALL ORANGE,1.00,5.15,CIGS,,,a,2016-10-05 13:58:46
226,171-09-30,LARGO MOBIL,,SALES TAX,1.00,0.36,SALES TAX,,,a,2016-10-08 07:16:30
227,170-09-29,LARGO MOBIL,,CUPCAKES,1.00,1.79,SNACKS,,,a,2016-10-05 13:59:17
228,185-08-26,WALGREENS,,NICE SPLENDA,1.00,1.99,DRINKS,,,a,2016-10-05 14:00:16
229,187-08-26,WALGREENS,,MISC,1.00,4.28,MISC,,,a,2016-10-05 14:00:44
230,188-08-29,WALGREENS,,MISC,1.00,18.81,MISC,,,a,2016-10-05 14:01:01
231,189-08-29,WALGREENS,,MARL MNTH GLD,1.00,9.62,CIGS,,,a,2016-10-05 14:01:25
232,190-08-31,BURGER KING,,FOOD,1.00,5.12,FAST FOOD,,,a,2016-10-05 14:01:49
233,191-09-06,WALGREENS,,PALL MALL ORANGE,1.00,4.95,CIGS,,,a,2016-10-05 14:02:09
234,191-09-06,WALGREENS,,ARIZONA TEA,1.00,0.99,DRINKS,,,a,2016-10-05 14:02:21
235,191-09-06,WALGREENS,,SALES TAX,1.00,0.01,SALES TAX,,,a,2016-10-08 07:16:31
236,192-09-12,ST PETERSBURG,,WATER BILL,1.00,111.78,HOUSE BILL,,,a,2016-10-05 14:03:03
237,193-09-12,ATT,,PHONE BILL,1.00,154.47,PERSONAL BILL,,,a,2016-10-08 13:30:30
238,194-09-12,DUKE ENERGY,,ELECTRIC BILL,1.00,201.00,HOUSE BILL,,,a,2016-10-05 14:03:40
239,195-09-14,BANK OF AMERICA,,OVERDRAFT FEE,1.00,35.00,BANK FEE,,,a,2016-10-05 14:04:01
